22.248,22.841
169.433,7.03
248.638,16.492
381.444,11.391
539.585,7.262
705.724,8.412
777.978,7.294
901.432,8.42
979.98,31.639
618.584,30.249
469.505,37.622
322.966,47.376
839.758,44.393
101.956,51.348
551.828,59.447
688.26,67.741
183.426,74.248
770.744,71.738
914.59,82.611
402.265,89.457
41.39,98.319
258.143,106.662
625.487,106.395
987.221,117.631
718.8,129.525
826.341,129.009
122.749,130.605
552.603,130.926
334.9,142.49
6.419,161.445
480.604,160.585
919.319,157.286
189.933,161.153
409.122,166.966
67.597,183.174
672.471,183.788
989.955,181.604
270.943,193.714
596.938,191.68
847.414,202.173
766.889,203.051
356.982,220.853
525.573,221.834
138.605,223.125
935.155,228.519
448.82,234.78
35.548,253.628
217.772,256.777
637.645,255.238
723.742,262.141
991.484,265.582
295.018,268.762
801.233,272.154
568.989,271.292
892.307,291.692
391.341,296.092
99.2,295.618
489.983,311.459
171.807,325.538
664.693,323.546
32.699,330.614
248.484,330.886
752.318,332.507
832.8,337.991
581.195,345.988
330.668,350.424
914.234,366.183
985.445,368.235
449.101,371.97
66.375,386.319
630.014,392.037
223.988,402.924
538.293,405.276
708.827,396.295
147.506,407.763
3.263,408.537
788.371,415.229
379.132,416.355
862.5,419.207
300.226,425.282
955.894,440.126
478.134,448.657
25.716,469.268
105.977,469.08
180.697,481.941
733.498,476.328
573.312,481.211
650.654,476.207
261.84,485.93
410.381,486.38
891.831,492.502
998.238,474.661
819.185,496.208
336.992,498.418
496.626,524.686
53.968,531.703
695.978,546.568
962.951,537.862
130.976,548.831
614.507,544.945
396.773,554.116
287.028,560.38
211.423,557.531
772.853,558.696
858.271,564.626
8.537,580.697
547.887,594.777
467.72,593.059
919.903,601.149
64.612,608.522
355.146,607.389
224.188,621.793
647.792,619.3
729.84,625.911
141.745,630.524
811.159,631.223
287.902,637.839
991.961,641.546
420.928,664.231
509.16,662.576
17.828,666.619
589.232,668.729
883.645,668.083
670.038,690.601
955.97,695.056
89.77,699.255
346.357,693.539
764.752,700.283
170.727,703.078
254.995,707.634
825.57,728.059
469.7,737.42
543.05,739.193
624.156,745.861
27.081,744.023
905.291,754.138
713.335,751.231
315.601,766.78
395.715,767.012
981.65,767.824
133.164,770.081
211.602,769.825
511.195,807.647
593.3,810.262
672.972,811.221
771.746,814.098
850.846,816.446
174.12,819.339
8.881,813.415
86.323,828.203
943.916,828.104
265.866,832.705
439.423,839.669
354.245,842.657
997.059,846.557
900.646,873.242
546.6,883.756
641.687,880.604
819.48,891.307
725.8,880.335
140.625,896.157
55.394,892.13
229.105,892.372
312.572,904.061
983.544,909.35
465.682,910.038
386.599,928.082
953.375,955.701
698.862,953.333
286.649,964.295
775.895,956.846
869.036,958.814
198.66,957.679
609.325,960.415
111.134,955.67
524.788,968.064
21.713,972.167
447.991,982.647
993.674,993.14
163.589,995.844
379.268,996.971
650.65,997.398
237.805,998.258
