46.661,12.195
135.976,2.439
468.824,23.059
572.888,27.294
659.247,11.418
756.589,10.5
852.829,11.398
947.765,19.997
381.083,29.056
256.165,49.337
992.981,69.044
803.649,73.05
164.601,74.812
72.311,92.23
622.733,92.85
3.749,95.393
895.236,107.693
525.253,106.364
719.878,103.232
421.901,109.526
330.414,116.797
132.003,155.375
241.635,152.775
789.728,174.157
689.883,182.842
577.941,191.027
916.633,197.04
400.569,198.792
45.478,195.06
491.295,207.679
990.665,210.621
297.502,217.47
177.646,233.205
854.427,258.539
8.721,262.667
547.175,272.213
435.337,278.248
739.597,277.523
650.178,284.139
354.103,281.251
80.581,290.453
248.477,291.837
964.656,298.979
167.449,322.727
499.27,356.905
700.339,352.142
311.354,359.254
23.928,365.25
407.878,369.443
590.392,372.484
995.911,355.787
838.267,375.946
927.313,393.795
114.428,392.476
232.179,402.509
755.609,425.699
663.724,437.535
462.787,446.363
295.944,458.363
555.021,462.662
987.829,457.098
379.699,460.581
42.361,473.362
163.396,473.476
811.5,485.118
907.735,496.992
632.573,520.883
237.227,519.529
428.509,533.44
343.04,541.466
724.609,539.805
104.488,549.66
973.157,569.282
15.285,577.95
571.646,573.142
848.186,583.337
193.783,580.104
487.766,596.371
280.215,606.948
670.082,632.513
766.076,633.264
382.873,638.28
927.364,645.898
64.572,652.257
162.475,661.831
544.247,662.563
840.025,679.942
309.435,692.078
7.805,708.124
723.165,714.936
476.281,719.377
228.491,726.008
991.873,725.569
635.043,734.103
910.927,746.71
387.796,751.668
815.233,763.904
64.015,775.246
551.597,779.312
157.183,796.084
744.415,804.542
656.535,813.453
287.382,818.046
964.485,825.81
492.146,844.625
876.255,848.02
375.189,851.108
20.308,862.067
216.991,872.132
795.01,881.842
124.841,895.659
703.605,893.995
599.404,899.519
446.904,923.494
321.931,926.067
955.383,925.724
874.492,941.904
529.26,953.18
48.78,954.544
233.201,973.613
786.293,973.432
140.754,982.712
700.025,985.993
370.073,994.166
979.49,994.752
605.335,995.884
